"","FacName","CDName","FacAddress","Borough","ZipCode","Lon","Lat","FT_Decode"
"1799","G MCCOWN EXPEDITIONARY LEARNING SCH","STATEN ISLAND COMMUNITY DISTRICT 2","100 Essex Dr","SI",10314,-74.15938532,"40.58153612","High School - Public"
"1800","MICHAEL J PETRIDES SCHOOL (THE)","STATEN ISLAND COMMUNITY DISTRICT 2","715 Ocean Terr","SI",10301,-74.1080451,"40.60837415","K-12 School - Public"
"1801","NEW DORP HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 2","465 New Dorp Ln","SI",10306,-74.10580326,"40.57094262","High School - Public"
"1802","PORT RICHMOND HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 1","85 St Josephs Ave","SI",10302,-74.14192824,"40.63556292","High School - Public"
"1803","CURTIS HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 1","105 Hamilton Ave","SI",10301,-74.0822211,"40.64540903","High School - Public"
"1804","TOTTENVILLE HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 3","100 Luten Ave","SI",10312,-74.19352167,"40.5283029","High School - Public"
"1805","SUSAN E WAGNER HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 2","1200 Manor Rd","SI",10314,-74.13082263,"40.58898317","High School - Public"
"1806","CONCORD HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 1","109 Rhine Ave","SI",10304,-74.08707646,"40.61061523","High School - Public"
"1807","RALPH R MCKEE CAREER-TECH HIGH SCH","STATEN ISLAND COMMUNITY DISTRICT 1","290 St Marks Pl","SI",10301,-74.07926675,"40.64281728","High School - Public"
"1808","STATEN ISLAND TECH HIGH SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 2","485 Clawson St","SI",10306,-74.11724814,"40.56804397","High School - Public"
"1809","JOHN W LAVELLE PREP CHARTER SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 2","1 Teleport Drive","SI",10314,-74.17882593,"40.6058402","Intermediate/Junior High School - Public Charter"
"1810","STATEN ISLAND COMMUNITY CHARTER SCH","STATEN ISLAND COMMUNITY DISTRICT 1","309 St Pauls Ave","SI",10304,-74.08102433,"40.63023395","Elementary School - Public Charter"
"1811","NEW WORLD PREP CHARTER SCHOOL","STATEN ISLAND COMMUNITY DISTRICT 1","26 Sharpe Ave","SI",10302,-74.13716996,"40.63967765","Middle School - Public Charter"
"1812","SAINT BRIGID SCHOOL","MANHATTAN COMMUNITY DISTRICT 3","185 E 7 St","MN",10009,-73.98079201,"40.725134","Elementary School - Private/Parochial"
"1813","IMMACULATE CONCEPTION SCHOOL","MANHATTAN COMMUNITY DISTRICT 3","419 E 13 St","MN",10009,-73.98218314,"40.7306649","Elementary School - Private/Parochial"
"1814","LA SALLE ACADEMY","MANHATTAN COMMUNITY DISTRICT 3","215 E 6 St","MN",10003,-73.98974614,"40.72812693","Senior High School - Private/Parochial"
"1815","SAINT GEORGE ACADEMY","MANHATTAN COMMUNITY DISTRICT 3","215 E 6 St","MN",10003,-73.98974614,"40.72812693","Senior High School - Private/Parochial"
"1816","CONNELLY CTR EDUCATION/HOLY CHILD MIDDLE SCHOOL","MANHATTAN COMMUNITY DISTRICT 3","220 E 4 St","MN",10009,-73.98353436,"40.72346561","Middle School - Private/Parochial"
"1817","BETH JACOB ELEMENTARY SCHOOL","MANHATTAN COMMUNITY DISTRICT 3","142 Broome St","MN",10002,-73.9842359,"40.71651598","Elementary School - Private/Parochial"
"1818","QUAD PREPARATORY SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 3","325 E 6 St","MN",10003,-73.9871919,"40.72706445","Junior/Senior High School - Private/Parochial"
"1819","GEORGE JACKSON ACADEMY","MANHATTAN COMMUNITY DISTRICT 3","104 St Mark's Pl","MN",10009,-73.98452205,"40.72702295","Elementary School - Private/Parochial"
"1820","CATHEDRAL HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 6","350 E 56 St","MN",10022,-73.96404512,"40.75749609","Senior High School - Private/Parochial"
"1821","DOMINICAN ACADEMY","MANHATTAN COMMUNITY DISTRICT 8","44 E 68 St","MN",10065,-73.96655899,"40.76865697","Senior High School - Private/Parochial"
"1822","EPIPHANY SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 6","234 E 22 St","MN",10010,-73.98203706,"40.73720014","Elementary School - Private/Parochial"
"1823","GUARDIAN ANGEL SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","193 10 Ave","MN",10011,-74.00521499,"40.74682177","Elementary School - Private/Parochial"
"1824","SAINT IGNATIUS LOYOLA SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","48 E 84 St","MN",10028,-73.95896769,"40.77895003","Elementary School - Private/Parochial"
"1825","SAINT JEAN BAPTISTE HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","173 E 75 St","MN",10021,-73.95981666,"40.77221475","Senior High School - Private/Parochial"
"1826","SAINT JOSEPH'S SCHOOL-YORKVILLE","MANHATTAN COMMUNITY DISTRICT 8","420 E 87 St","MN",10128,-73.94820562,"40.77700791","Elementary School - Private/Parochial"
"1827","LOYOLA SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","980 Park Ave","MN",10028,-73.95875125,"40.77860961","Senior High School - Private/Parochial"
"1828","MARYMOUNT SCHOOL OF NEW YORK","MANHATTAN COMMUNITY DISTRICT 8","1026 5 Ave","MN",10028,-73.96127805,"40.77981268","K-12 School - Private/Parochial"
"1829","NOTRE DAME SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","327 W 13 St","MN",10014,-74.00434476,"40.7398474","Senior High School - Private/Parochial"
"1830","OUR LADY OF POMPEII SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","240 Bleecker St","MN",10014,-74.00290453,"40.73056469","Elementary School - Private/Parochial"
"1831","REGIS HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","55 E 84 St","MN",10028,-73.95882287,"40.77957304","Senior High School - Private/Parochial"
"1832","SACRED HEART OF JESUS SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","456 W 52 St","MN",10019,-73.99023497,"40.76541164","Elementary School - Private/Parochial"
"1833","SAINT STEPHEN OF HUNGARY SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","408 E 82 St","MN",10028,-73.95059465,"40.77375645","Elementary School - Private/Parochial"
"1834","TRANSFIGURATION SCHOOL","MANHATTAN COMMUNITY DISTRICT 3","29 Mott St","MN",10013,-73.99908376,"40.71470551","Elementary School - Private/Parochial"
"1835","SAINT VINCENT FERRER HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","151 E 65 St","MN",10065,-73.96475526,"40.76610108","Senior High School - Private/Parochial"
"1836","ACADEMY OF ST JOSEPH","MANHATTAN COMMUNITY DISTRICT 2","111 Washington Pl","MN",10014,-74.00090566,"40.73276053","Elementary School - Private/Parochial"
"1837","CONVENT OF THE SACRED HEART","MANHATTAN COMMUNITY DISTRICT 8","1 E 91 St","MN",10128,-73.95758469,"40.78474916","K-12 School - Private/Parochial"
"1838","NAZARETH NURSERY SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","216 W 15 St","MN",10011,-74.0002093,"40.73944949","Pre-K Only School - Private/Parochial"
"1839","MESIVTA TIFERETH JERUSALEM","MANHATTAN COMMUNITY DISTRICT 3","145 E Broadway","MN",10002,-73.99112269,"40.71376646","K-12 School - Private/Parochial"
"1840","RAMAZ SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","60 E 78 St","MN",10075,-73.9618585,"40.77506173","Senior High School - Private/Parochial"
"1841","RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","164 E 68 St","MN",10065,-73.9632709,"40.76726713","Elementary School - Private/Parochial"
"1842","RAMAZ LOWER SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","125 E 85 St","MN",10028,-73.95642196,"40.77920436","Elementary School - Private/Parochial"
"1843","ABRAHAM JOSHUA HESCHEL SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","30 W End Ave","MN",10023,-73.98924829,"40.77249298","K-12 School - Private/Parochial"
"1844","MANHATTAN HIGH SCHOOL FOR GIRLS","MANHATTAN COMMUNITY DISTRICT 8","154 E 70 St","MN",10021,-73.96286575,"40.76873818","Senior High School - Private/Parochial"
"1845","RAMAZ MIDDLE SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","114 E 85 St","MN",10028,-73.95699623,"40.77894382","Middle School - Private/Parochial"
"1846","SAINT THOMAS CHOIR SCHOOL","MANHATTAN COMMUNITY DISTRICT 5","202 W 58 St","MN",10019,-73.9802603,"40.76625574","Elementary School - Private/Parochial"
"1847","GRACE CHURCH SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","86 4 Ave","MN",10003,-73.99084604,"40.73194772","Elementary School - Private/Parochial"
"1848","SAINT LUKE'S SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","487 Hudson St","MN",10014,-74.00711541,"40.73262307","Elementary School - Private/Parochial"
"1849","TREVOR DAY SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","1 W 88 St","MN",10024,-73.96884286,"40.78703362","K-12 School - Private/Parochial"
"1850","FRIENDS SEMINARY","MANHATTAN COMMUNITY DISTRICT 6","222 E 16 St","MN",10003,-73.98535758,"40.73384927","K-12 School - Private/Parochial"
"1851","ISLAMIC CULTURAL CENTER SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","222 E 97 St","MN",10029,-73.9479718,"40.78512948","Elementary School - Private/Parochial"
"1852","CATHEDRAL SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","319 E 74 St","MN",10021,-73.95612483,"40.76982548","Elementary School - Private/Parochial"
"1853","GILLEN BREWER SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","410 E 92 St","MN",10128,-73.94603304,"40.78020728","Special School - Private/Parochial"
"1854","115TH STREET LIBRARY","MANHATTAN COMMUNITY DISTRICT 10","203 W 115 St","MN",10026,-73.95351314,"40.80300004","Public Library - Branch"
"1855","HUNTER COLLEGE CAMPUS SCHOOLS","MANHATTAN COMMUNITY DISTRICT 8","71 E 94 St","MN",10128,-73.95413535,"40.78591435","K-12 School - Private/Parochial"
"1856","LEMAN MANHATTAN PREPARATORY SCHOOL","MANHATTAN COMMUNITY DISTRICT 1","41 BRd St","MN",10004,-74.01108719,"40.70575156","K-12 School - Private/Parochial"
"1857","REBECCA SCHOOL","MANHATTAN COMMUNITY DISTRICT 5","40 E 30 St","MN",10016,-73.98390084,"40.74462497","Special School - Private/Parochial"
"1858","BRITISH INTERNATIONAL SCHOOL OF NEW YORK","MANHATTAN COMMUNITY DISTRICT 6","20 Waterside Plz","MN",10010,-73.97326118,"40.73742351","Elementary School - Private/Parochial"
"1859","CHILDREN'S ACADEMY (THE)","MANHATTAN COMMUNITY DISTRICT 8","350 E 82 St","MN",10028,-73.95191206,"40.77431419","Elementary School - Private/Parochial"
"1860","AARON SCHOOL (8-12)","MANHATTAN COMMUNITY DISTRICT 5","42 E 30 St","MN",10016,-73.98390084,"40.74462497","Junior/Senior High School - Private/Parochial"
"1861","ECOLE INTERNATIONALE DE NEW YORK","MANHATTAN COMMUNITY DISTRICT 5","111 E 22 St","MN",10010,-73.98600591,"40.73941022","Elementary School - Private/Parochial"
"1862","BLUE SCHOOL","MANHATTAN COMMUNITY DISTRICT 1","241 Water St","MN",10038,-74.00246349,"40.70780516","Elementary School - Private/Parochial"
"1863","COOKE CENTER ACADEMY","MANHATTAN COMMUNITY DISTRICT 2","60 Macdougal St","MN",10012,-74.00218642,"40.72763605","K-12 School - Private/Parochial"
"1864","AVENUES NEW YORK LLC","MANHATTAN COMMUNITY DISTRICT 4","259 10 Ave","MN",10001,-74.00331679,"40.74941014","Elementary School - Private/Parochial"
"1865","FUSION ACADEMY MANHATTAN","MANHATTAN COMMUNITY DISTRICT 5","460 Park Ave S-9 Fl","MN",10022,-73.97101322,"40.76202688","Junior/Senior High School - Private/Parochial"
"1866","BREARLEY SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","610 E 83 St","MN",10028,-73.94549776,"40.77246412","K-12 School - Private/Parochial"
"1867","BROWNING SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","52 E 62 St","MN",10065,-73.96923949,"40.76488095","K-12 School - Private/Parochial"
"1868","BUCKLEY SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","113 E 73 St","MN",10021,-73.96223946,"40.77177366","Elementary School - Private/Parochial"
"1869","CHAPIN SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","100 E End Ave","MN",10028,-73.94610304,"40.77401519","K-12 School - Private/Parochial"
"1870","CITY AND COUNTRY SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","146 W 13 St","MN",10011,-73.99942264,"40.73729486","Elementary School - Private/Parochial"
"1871","LORGE SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 4","353 W 17 St","MN",10011,-74.0032118,"40.74277609","Special School - Private/Parochial"
"1872","LYCEE FRANCAIS DE NEW YORK","MANHATTAN COMMUNITY DISTRICT 8","505 E 75 St","MN",10021,-73.95139975,"40.76884645","K-12 School - Private/Parochial"
"1873","LYCEUM KENNEDY","MANHATTAN COMMUNITY DISTRICT 6","225 E 43 St","MN",10017,-73.97241116,"40.75103452","Junior/Senior High School - Private/Parochial"
"1874","HEWITT SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","45 E 75 St","MN",10021,-73.96302184,"40.77370621","K-12 School - Private/Parochial"
"1875","NIGHTINGALE BAMFORD SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","20 E 92 St","MN",10128,-73.95673973,"40.78471865","K-12 School - Private/Parochial"
"1876","RUDOLF STEINER SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","15 E 79 St","MN",10075,-73.96275649,"40.77688453","K-12 School - Private/Parochial"
"1877","SAINT DAVIDS SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","12 E 89 St","MN",10128,-73.95807339,"40.78283626","Elementary School - Private/Parochial"
"1878","SPENCE SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","22 E 91 St","MN",10128,-73.95715542,"40.78407105","K-12 School - Private/Parochial"
"1879","TOWN SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","540 E 76 St","MN",10021,-73.94980091,"40.7682282","Elementary School - Private/Parochial"
"1880","U N INTERNATIONAL SCHOOL","MANHATTAN COMMUNITY DISTRICT 6","24-50 FDR Dr","MN",10010,-73.97329409,"40.73634208","K-12 School - Private/Parochial"
"1881","ALLEN-STEVENSON SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","132 E 78 St","MN",10075,-73.95993103,"40.77414708","Elementary School - Private/Parochial"
"1882","LITTLE RED SCHOOL HOUSE-ELISABETH IRWIN HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","272 6 Ave","MN",10014,-74.00195195,"40.72929389","K-12 School - Private/Parochial"
"1883","MANHATTAN COUNTRY SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","7 E 96 St","MN",10129,-73.9549032,"40.78784969","Elementary School - Private/Parochial"
"1884","CAEDMON SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","416 E 80 St","MN",10075,-73.95165702,"40.77252177","Elementary School - Private/Parochial"
"1885","BEEKMAN SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 6","220 E 50 St","MN",10022,-73.97002716,"40.75529103","Senior High School - Private/Parochial"
"1886","FAMILY SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 6","323 E 47 St","MN",10017,-73.96865318,"40.75271883","Elementary School - Private/Parochial"
"1887","DALTON SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","108 E 89 St","MN",10128,-73.95505551,"40.78154784","K-12 School - Private/Parochial"
"1888","CORLEARS SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","324 W 15 St","MN",10011,-74.00326583,"40.74071478","Elementary School - Private/Parochial"
"1889","CHURCHILL SCHOOL AND CENTER (THE)","MANHATTAN COMMUNITY DISTRICT 6","301 E 29 St","MN",10016,-73.97744922,"40.74157721","Junior/Senior High School - Private/Parochial"
"1890","VILLAGE COMMUNITY SCHOOL","MANHATTAN COMMUNITY DISTRICT 2","272 W 10 St","MN",10014,-74.00802836,"40.73327626","Elementary School - Private/Parochial"
"1891","CHILD SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 8","587 Main St","MN",10044,-73.95260272,"40.75760723","K-12 School - Private/Parochial"
"1892","LA SCUOLA D'ITALIA-G MARCONI","MANHATTAN COMMUNITY DISTRICT 8","12 E 96 St","MN",10128,-73.95502998,"40.78728158","K-12 School - Private/Parochial"
"1893","WINSTON PREPARATORY SCHOOL","MANHATTAN COMMUNITY DISTRICT 4","126 W 17 St","MN",10011,-73.99687856,"40.73963335","Junior/Senior High School - Private/Parochial"
"1894","ALL SOULS SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","1157 Lexington Ave","MN",10075,-73.95823338,"40.77531574","Elementary School - Private/Parochial"
"1895","BIRCH WATHEN LENOX SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","210 E 77 St","MN",10075,-73.95768638,"40.77247473","K-12 School - Private/Parochial"
"1896","UNITED CEREBRAL PALSY OF NEW YORK CITY","MANHATTAN COMMUNITY DISTRICT 1","80 Maiden Ln","MN",10038,-74.00780158,"40.70708579","Special School - Private/Parochial"
"1897","GENEVA SCHOOL OF MANHATTAN","MANHATTAN COMMUNITY DISTRICT 7","150 W 83 St","MN",10024,-73.97566865,"40.78513591","Elementary School - Private/Parochial"
"1898","NYSARC, INC-NEW YORK CITY CHAPTER","MANHATTAN COMMUNITY DISTRICT 1","83 Maiden Ln","MN",10038,-74.0073616,"40.70753596","Special School - Private/Parochial"
"1899","SCHOOL FOR YOUNG PERFORMERS","MANHATTAN COMMUNITY DISTRICT 1","12 Desbrosses St","MN",10013,-74.00879566,"40.72369426","Junior/Senior High School - Private/Parochial"
"1900","ASSOCIATION FOR METROAREA AUTISTIC CHILDREN, INC","MANHATTAN COMMUNITY DISTRICT 5","25 W 17 St","MN",10011,-73.99342883,"40.73880154","Special School - Private/Parochial"
"1901","LEARNINGSPRING SCHOOL","MANHATTAN COMMUNITY DISTRICT 6","247 E 20 St","MN",10003,-73.98244506,"40.73627797","Special School - Private/Parochial"
"1902","AARON SCHOOL (K-7)","MANHATTAN COMMUNITY DISTRICT 6","309 E 45 St","MN",10017,-73.96992769,"40.75176675","Elementary School - Private/Parochial"
"1903","MCCARTON SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 4","331 W 25 St","MN",10001,-73.99889203,"40.74737633","Special School - Private/Parochial"
"1904","BLESSED SACRAMENT SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","147 W 70 St","MN",10023,-73.98121029,"40.77712781","Elementary School - Private/Parochial"
"1905","CORPUS CHRISTI SCHOOL","MANHATTAN COMMUNITY DISTRICT 9","535 W 121 St","MN",10027,-73.96076493,"40.81110791","Elementary School - Private/Parochial"
"1906","SAINT GREGORY THE GREAT SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","138 W 90 St","MN",10024,-73.9723446,"40.78965025","Elementary School - Private/Parochial"
"1907","XAVIER HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 5","30 W 16 St","MN",10011,-73.99493006,"40.73785468","Senior High School - Private/Parochial"
"1908","ASCENSION SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","220 W 108 St","MN",10025,-73.96595711,"40.80199707","Elementary School - Private/Parochial"
"1909","CRISTO REY HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","112 E 106 St","MN",10029,-73.94743521,"40.79243571","Senior High School - Private/Parochial"
"1910","J G B EDUCATION SERVICES","MANHATTAN COMMUNITY DISTRICT 7","15 W 65 St","MN",10023,-73.98040286,"40.77253024","Special School - Private/Parochial"
"1911","SOLOMON SCHECHTER SCHOOL OF MANHATTAN","MANHATTAN COMMUNITY DISTRICT 7","805 Columbus Ave","MN",10025,-73.96563925,"40.79499243","Elementary School - Private/Parochial"
"1912","MANHATTAN DAY SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","310 W 75 St","MN",10023,-73.98416986,"40.78192331","Elementary School - Private/Parochial"
"1913","RODEPH SHOLOM SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","10 W 84 St","MN",10024,-73.97122387,"40.78411934","Elementary School - Private/Parochial"
"1914","YESHIVA KETANA OF MANHATTAN","MANHATTAN COMMUNITY DISTRICT 7","346 W 89 St","MN",10024,-73.97861325,"40.79146859","Elementary School - Private/Parochial"
"1915","BEIT RABBAN DAY SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","8 W 70 St","MN",10023,-73.97764371,"40.77496981","Elementary School - Private/Parochial"
"1916","HARLEM ACADEMY","MANHATTAN COMMUNITY DISTRICT 10","1330 5 Ave","MN",10026,-73.94896945,"40.79796429","Elementary School - Private/Parochial"
"1917","SS HILDA & HUGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 9","619 W 114 St","MN",10025,-73.96584957,"40.80742336","Elementary School - Private/Parochial"
"1918","TRINITY SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","139 W 91 St","MN",10024,-73.97133305,"40.79054478","K-12 School - Private/Parochial"
"1919","CATHEDRAL SCHOOL","MANHATTAN COMMUNITY DISTRICT 9","1047 Amsterdam Ave","MN",10025,-73.96204096,"40.80333528","Elementary School - Private/Parochial"
"1920","SR CLARA MUHAMMED ELEMENTARY SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","102 W 116 St","MN",10026,-73.95026304,"40.80201882","Elementary School - Private/Parochial"
"1921","ALEXANDER ROBERTSON SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","3 W 95 St","MN",10025,-73.96525821,"40.79158062","Elementary School - Private/Parochial"
"1922","IDEAL SCHOOL OF MANHATTAN (THE)","MANHATTAN COMMUNITY DISTRICT 7","314 W 91 St","MN",10024,-73.97655808,"40.7922477","Elementary School - Private/Parochial"
"1923","GATEWAY MIDDLE SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","211 W 61 St","MN",10023,-73.98766698,"40.77232265","Middle School - Private/Parochial"
"1924","SPEYER LEGACY SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","15 W 86 St","MN",10024,-73.97002422,"40.78588938","Elementary School - Private/Parochial"
"1925","LANG SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 1","11 Broadway St","MN",10004,-74.01427186,"40.70528186","Elementary School - Private/Parochial"
"1926","BANK STREET COLELGE OF EDUCATION","MANHATTAN COMMUNITY DISTRICT 9","610 W 112 St","MN",10025,-73.96665604,"40.80557914","Elementary School - Private/Parochial"
"1927","CALHOUN SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","433 W End Ave","MN",10024,-73.98063735,"40.78558424","K-12 School - Private/Parochial"
"1928","COLLEGIATE SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","260 W 78 St","MN",10024,-73.98133494,"40.78325408","K-12 School - Private/Parochial"
"1929","COLUMBIA GRAMMAR & PREPARATORY SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","5 W 93 St","MN",10025,-73.96677927,"40.7902636","K-12 School - Private/Parochial"
"1930","ETHICAL CULTURE-FIELDSTON SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","33 Central Park W","MN",10023,-73.9801867,"40.77097119","Elementary School - Private/Parochial"
"1931","ANGLO-AMERICAN INTERNATIONAL SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","18 W 89 St","MN",10024,-73.96876325,"40.78737395","Senior High School - Private/Parochial"
"1932","MANDELL SCHOOL INC (THE)","MANHATTAN COMMUNITY DISTRICT 7","103 W 96 St","MN",10025,-73.96773836,"40.79341208","Elementary School - Private/Parochial"
"1933","PROFESSIONAL CHILDRENS SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","132 W 60 St","MN",10023,-73.98607882,"40.77039566","Junior/Senior High School - Private/Parochial"
"1934","STEPHEN GAYNOR SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","148 W 90 St","MN",10024,-73.97260096,"40.78975735","Elementary School - Private/Parochial"
"1935","ROBERT LOUIS STEVENSON SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","24 W 74 St","MN",10023,-73.97635734,"40.77785702","Junior/Senior High School - Private/Parochial"
"1936","YORK PREPARATORY SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","40 W 68 St","MN",10023,-73.97944923,"40.77409458","Junior/Senior High School - Private/Parochial"
"1937","GATEWAY SCHOOL OF NEW YORK","MANHATTAN COMMUNITY DISTRICT 7","211 W 61 St","MN",10023,-73.98766698,"40.77232265","Elementary School - Private/Parochial"
"1938","STUDIO SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","117 W 95 St","MN",10025,-73.96867046,"40.79270694","Elementary School - Private/Parochial"
"1939","METROPOLITAN MONTESSORI SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","325 W 85 St","MN",10024,-73.97908358,"40.78875688","Elementary School - Private/Parochial"
"1940","WEST SIDE MONTESSORI SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","309 W 92 St","MN",10025,-73.97552491,"40.79306267","Pre-K Only School - Private/Parochial"
"1941","DE LA SALLE ACADEMY","MANHATTAN COMMUNITY DISTRICT 7","202 W 97 St","MN",10025,-73.97054402,"40.79449974","Middle School - Private/Parochial"
"1942","PARKSIDE SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","48 W 74 St","MN",10023,-73.97734291,"40.77827167","Special School - Private/Parochial"
"1943","DWIGHT SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","291 Central Park W","MN",10024,-73.96813124,"40.78747808","K-12 School - Private/Parochial"
"1944","AICHHORN SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","23 W 106 St","MN",10025,-73.96105753,"40.79878419","Senior High School - Private/Parochial"
"1945","SMITH SCHOOL (THE)","MANHATTAN COMMUNITY DISTRICT 7","131 W 86 St","MN",10024,-73.97326285,"40.78722687","Junior/Senior High School - Private/Parochial"
"1946","GREAT TOMORROWS USA SCHOOL","MANHATTAN COMMUNITY DISTRICT 10","38 W 123 St","MN",10027,-73.94627568,"40.80616705","Junior/Senior High School - Private/Parochial"
"1947","SCHOOL AT COLUMBIA UNIVERSITY (THE)","MANHATTAN COMMUNITY DISTRICT 7","556 W 110 St","MN",10025,-73.96648359,"40.80370445","Elementary School - Private/Parochial"
"1948","WEST END DAY SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","255 W 71 St","MN",10023,-73.98394671,"40.77893152","Junior High School - Private/Parochial"
"1949","SAINT ANN SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","314 E 110 St","MN",10029,-73.93992337,"40.79243753","Elementary School - Private/Parochial"
"1950","MOUNT CARMEL-HOLY ROSARY SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","371 Pleasant Ave","MN",10035,-73.93182865,"40.79736805","Elementary School - Private/Parochial"
"1951","OUR LADY QUEEN OF ANGELS SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","229 E 112 St","MN",10029,-73.94049164,"40.79505081","Elementary School - Private/Parochial"
"1952","SAINT PAUL SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","114 E 118 St","MN",10035,-73.94165391,"40.79993428","Elementary School - Private/Parochial"
"1953","REECE SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","25 E 104 St","MN",10029,-73.9509417,"40.79275565","Special School - Private/Parochial"
