FacName,CDName,FacAddress,Borough,ZipCode,Lon,Lat,FT_Decode
BUNKER PONDS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Hylan Blvd., Chester Ave., Arbutus Ave., Huguenot Ave.",SI,,-74.18488735,40.52272318,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18456144,40.52844391,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18463365,40.52853987,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18474196,40.52868242,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.1849947,40.52901963,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18547463,40.52826128,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18565151,40.52848607,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18572372,40.52857928,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18579593,40.52867523,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18590784,40.52881778,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18559525,40.52895278,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18548334,40.52881023,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18541114,40.52871703,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18533893,40.52862108,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
ARBUTUS WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Eylandt St., Stecher St. and Colon St.",SI,,-74.18526673,40.52852787,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
RICHMOND TERRACE STOREHOUSE,STATEN ISLAND COMMUNITY DISTRICT 1,Richmond Ter. bet.ween Alaska St. and Taylor St.,SI,,-74.12191871,40.63829499,"Building/Institution, Athletic/Recreation Facility  - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14414895,40.53774357,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14428586,40.53783672,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14393024,40.53809244,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14371766,40.53794723,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14353394,40.53783492,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.1430947,40.5376845,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.1431845,40.53762126,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14331746,40.53754699,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14354391,40.53745063,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14433372,40.53667286,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.1447046,40.53682336,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14497499,40.53708378,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14512702,40.53585391,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14568903,40.53621551,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14454483,40.53614285,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14475283,40.53583791,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14493718,40.53623842,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14530837,40.5365289,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14619171,40.53576472,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14631058,40.53583319,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
GREENSTREET,STATEN ISLAND COMMUNITY DISTRICT 1,Bay St and Ferry Terminal Dr,SI,,-74.07548215,40.64186739,Joint NYCDOT/DPR Landscaped Area (Greenstreet)
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14642585,40.53589892,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14653028,40.53594545,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14598644,40.53566891,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14607648,40.53571272,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14567322,40.53556226,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14355204,40.53453563,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14699375,40.53565939,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14484224,40.53393015,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14812968,40.5352517,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14792085,40.53517237,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14870855,40.53509999,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14548444,40.53312511,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14536613,40.53331465,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14532315,40.53339979,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.1496933,40.53465954,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14586448,40.53253723,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14575356,40.53280911,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14572374,40.53233155,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14937905,40.53409451,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14614329,40.53171618,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14923137,40.5324039,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
HERITAGE PARK,STATEN ISLAND COMMUNITY DISTRICT 1,"Richmond Ter. at Tompkins Ct., Kill Van Kull",SI,,-74.12111296,40.64102141,Park/Playground - NYC
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14960828,40.5320356,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.14985296,40.53366845,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.15045529,40.53275638,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.15490748,40.53213837,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.1505976,40.53205352,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.15259122,40.53076632,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.1513119,40.5313554,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
CRESCENT BEACH PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Tennyson Dr. bet.ween Hales Ave. and Wiman Ave.,SI,,-74.15548581,40.53177527,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
HYBRID OAK WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Joline Ave. bet.ween Hylan Blvd. to Surf Ave.,SI,,-74.23313231,40.50305923,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
HYBRID OAK WOODS PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Joline Ave. bet.ween Hylan Blvd. to Surf Ave.,SI,,-74.23488817,40.5033713,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16523169,40.52618693,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16515114,40.52561338,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16377624,40.52674621,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16360736,40.52682056,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16348162,40.52688662,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16335946,40.52694443,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16326965,40.52699122,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16317983,40.52703527,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16311875,40.52706555,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16305767,40.52709583,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
BAYVIEW TERRACE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. from Barclay Ave. to Harold Ave.,SI,,-74.16299659,40.52712336,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
HERITAGE PARK,STATEN ISLAND COMMUNITY DISTRICT 1,"Richmond Ter. at Tompkins Ct., Kill Van Kull",SI,,-74.12141998,40.64142732,Park/Playground - NYC
GARDEN,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. bet.ween Holdridge Ave. and Bennett Pl.,SI,,-74.16377624,40.52674621,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
GARDEN,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. bet.ween Holdridge Ave. and Bennett Pl.,SI,,-74.16360736,40.52682056,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
GARDEN,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. bet.ween Holdridge Ave. and Bennett Pl.,SI,,-74.16348162,40.52688662,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
GARDEN,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. bet.ween Holdridge Ave. and Bennett Pl.,SI,,-74.16335946,40.52694443,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
GARDEN,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. bet.ween Holdridge Ave. and Bennett Pl.,SI,,-74.16326965,40.52699122,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
GARDEN,STATEN ISLAND COMMUNITY DISTRICT 3,Bayview Ter. bet.ween Holdridge Ave. and Bennett Pl.,SI,,-74.16317983,40.52703527,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18387236,40.52509634,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18403404,40.52502746,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18416701,40.52498607,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18432872,40.52492817,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18439041,40.52512296,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18486703,40.5257782,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18505115,40.52602219,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18445698,40.52578435,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.1840634,40.52524151,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18475635,40.52477927,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18491803,40.52471038,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.1850474,40.52466626,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.1855308,40.52517327,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18592078,40.52571337,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18559738,40.52583192,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.18538073,40.52553583,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KINGDOM POND PARK,STATEN ISLAND COMMUNITY DISTRICT 3,Kingdom Ave. bet.ween Hylan Blvd. and Jansen St.,SI,,-74.1849438,40.52492444,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
TOTTENVILLE SHORE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",SI,,-74.25240763,40.51205718,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
TOTTENVILLE SHORE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",SI,,-74.25318753,40.51192371,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
TOTTENVILLE SHORE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",SI,,-74.25347054,40.51068516,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
TOTTENVILLE SHORE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",SI,,-74.25226731,40.51013336,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
TOTTENVILLE SHORE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",SI,,-74.25363445,40.5102868,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
TOTTENVILLE SHORE PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",SI,,-74.25459602,40.50875855,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14958367,40.56122674,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14938343,40.56180615,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14842301,40.56203796,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14864944,40.56190043,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14878961,40.56181516,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14898729,40.56169687,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14915621,40.56159235,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14923888,40.56154284,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.14935389,40.56147407,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
KING FISHER PARK,STATEN ISLAND COMMUNITY DISTRICT 3,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",SI,,-74.149687,40.5623657,"Beach, Garden, Cemetery, Natural Area, Parkway - NYC"
